0	0.343862	0.343862	1
0.00999	0.343365	0.343365	0.998555
0.01998	0.341874	0.341874	0.99422
0.02997	0.339394	0.339394	0.987008
0.03996	0.335932	0.335932	0.976941
0.04995	0.331499	0.331499	0.964047
0.05994	0.326106	0.326106	0.948363
0.06993	0.319769	0.319769	0.929936
0.07992	0.312508	0.312508	0.908818
0.08991	0.304342	0.304342	0.885072
0.0999	0.295296	0.295296	0.858764
0.10989	0.285396	0.285396	0.829973
0.11988	0.27467	0.27467	0.798781
0.12987	0.26315	0.26315	0.765279
0.13986	0.250869	0.250869	0.729564
0.14985	0.237863	0.237863	0.69174
0.15984	0.224168	0.224168	0.651915
0.16983	0.209826	0.209826	0.610205
0.17982	0.194877	0.194877	0.566732
0.18981	0.179365	0.179365	0.52162
0.1998	0.163335	0.163335	0.475001
0.20979	0.146832	0.146832	0.42701
0.21978	0.129906	0.129906	0.377785
0.22977	0.112604	0.112604	0.327468
0.23976	0.0949765	0.0949765	0.276206
0.24975	0.077075	0.077075	0.224145
0.25974	0.058951	0.058951	0.171438
0.26973	0.0406568	0.0406568	0.118236
0.27972	0.0222453	0.0222453	0.0646926
0.28971	0.00376957	0.00376957	0.0109625
0.2997	-0.014717	-0.014717	-0.0427993
0.30969	-0.0331612	-0.0331612	-0.0964376
0.31968	-0.0515097	-0.0515097	-0.149798
0.32967	-0.0697097	-0.0697097	-0.202726
0.33966	-0.0877088	-0.0877088	-0.25507
0.34965	-0.105455	-0.105455	-0.306679
0.35964	-0.122897	-0.122897	-0.357404
0.36963	-0.139986	-0.139986	-0.407099
0.37962	-0.156671	-0.156671	-0.455623
0.38961	-0.172905	-0.172905	-0.502834
0.3996	-0.188642	-0.188642	-0.548598
0.40959	-0.203835	-0.203835	-0.592783
0.41958	-0.218442	-0.218442	-0.635263
0.42957	-0.232421	-0.232421	-0.675916
0.43956	-0.245732	-0.245732	-0.714625
0.44955	-0.258337	-0.258337	-0.751281
0.45954	-0.270199	-0.270199	-0.785778
0.46953	-0.281285	-0.281285	-0.818017
0.47952	-0.291563	-0.291563	-0.847908
0.48951	-0.301004	-0.301004	-0.875364
0.4995	-0.309582	-0.309582	-0.900309
0.50949	-0.317271	-0.317271	-0.922671
0.51948	-0.32405	-0.32405	-0.942386
0.52947	-0.329901	-0.329901	-0.959401
0.53946	-0.334806	-0.334806	-0.973666
0.54945	-0.338752	-0.338752	-0.985142
0.55944	-0.341729	-0.341729	-0.993797
0.56943	-0.343727	-0.343727	-0.999608
0.57942	-0.344741	-0.344741	-1.00256
0.58941	-0.34477	-0.34477	-1.00264
0.5994	-0.343813	-0.343813	-0.999857
0.60939	-0.341873	-0.341873	-0.994217
0.61938	-0.338957	-0.338957	-0.985736
0.62937	-0.335073	-0.335073	-0.97444
0.63936	-0.330232	-0.330232	-0.960364
0.64935	-0.32445	-0.32445	-0.943547
0.65934	-0.317742	-0.317742	-0.92404
0.66933	-0.310129	-0.310129	-0.9019
0.67932	-0.301632	-0.301632	-0.87719
0.68931	-0.292276	-0.292276	-0.849982
0.6993	-0.282089	-0.282089	-0.820355
0.70929	-0.271098	-0.271098	-0.788394
0.71928	-0.259338	-0.259338	-0.754192
0.72927	-0.24684	-0.24684	-0.717846
0.73926	-0.23364	-0.23364	-0.679461
0.74925	-0.219778	-0.219778	-0.639147
0.75924	-0.205292	-0.205292	-0.597019
0.76923	-0.190224	-0.190224	-0.553198
0.77922	-0.174616	-0.174616	-0.507809
0.78921	-0.158514	-0.158514	-0.460982
0.7992	-0.141963	-0.141963	-0.412849
0.80919	-0.12501	-0.12501	-0.363547
0.81918	-0.107704	-0.107704	-0.313218
0.82917	-0.0900928	-0.0900928	-0.262003
0.83916	-0.0722275	-0.0722275	-0.210048
0.84915	-0.0541583	-0.0541583	-0.1575
0.85914	-0.0359362	-0.0359362	-0.104508
0.86913	-0.0176128	-0.0176128	-0.0512206
0.87912	0.000760237	0.000760237	0.00221088
0.88911	0.0191311	0.0191311	0.0556362
0.8991	0.0374482	0.0374482	0.108905
0.90909	0.05566	0.05566	0.161867
0.91908	0.0737152	0.0737152	0.214375
0.92907	0.0915634	0.0915634	0.26628
0.93906	0.109155	0.109155	0.317437
0.94905	0.126439	0.126439	0.367704
0.95904	0.14337	0.14337	0.416941
0.96903	0.159899	0.159899	0.465008
0.97902	0.17598	0.17598	0.511774
0.98901	0.191568	0.191568	0.557108
0.999	0.206621	0.206621	0.600885
1.00899	0.221097	0.221097	0.642982
1.01898	0.234955	0.234955	0.683284
1.02897	0.248158	0.248158	0.72168
1.03896	0.260669	0.260669	0.758064
1.04895	0.272454	0.272454	0.792336
1.05894	0.28348	0.28348	0.824403
1.06893	0.293718	0.293718	0.854176
1.07892	0.30314	0.30314	0.881574
1.08891	0.311719	0.311719	0.906525
1.0989	0.319433	0.319433	0.928959
1.10889	0.326262	0.326262	0.948817
1.11888	0.332186	0.332186	0.966047
1.12887	0.337191	0.337191	0.980601
1.13886	0.341263	0.341263	0.992443
1.14885	0.344392	0.344392	1.00154
1.15884	0.346569	0.346569	1.00787
1.16883	0.34779	0.34779	1.01142
1.17882	0.348052	0.348052	1.01219
1.18881	0.347355	0.347355	1.01016
1.1988	0.345702	0.345702	1.00535
1.20879	0.343099	0.343099	0.997781
1.21878	0.339552	0.339552	0.987467
1.22877	0.335073	0.335073	0.974443
1.23876	0.329676	0.329676	0.958745
1.24875	0.323374	0.323374	0.94042
1.25874	0.316188	0.316188	0.91952
1.26873	0.308136	0.308136	0.896105
1.27872	0.299242	0.299242	0.87024
1.28871	0.289531	0.289531	0.842
1.2987	0.279031	0.279031	0.811462
1.30869	0.26777	0.26777	0.778713
1.31868	0.255779	0.255779	0.743844
1.32867	0.243093	0.243093	0.706951
1.33866	0.229747	0.229747	0.668138
1.34865	0.215777	0.215777	0.62751
1.35864	0.201221	0.201221	0.58518
1.36863	0.18612	0.18612	0.541265
1.37862	0.170516	0.170516	0.495885
1.38861	0.15445	0.15445	0.449164
1.3986	0.137967	0.137967	0.40123
1.40859	0.121112	0.121112	0.352213
1.41858	0.103931	0.103931	0.302246
1.42857	0.0864693	0.0864693	0.251466
1.43856	0.0687753	0.0687753	0.200009
1.44855	0.0508964	0.0508964	0.148014
1.45854	0.0328808	0.0328808	0.0956223
1.46853	0.0147771	0.0147771	0.0429741
1.47852	-0.00336613	-0.00336613	-0.00978921
1.48851	-0.0215004	-0.0215004	-0.0625264
1.4985	-0.0395773	-0.0395773	-0.115096
1.50849	-0.0575484	-0.0575484	-0.167359
1.51848	-0.0753662	-0.0753662	-0.219176
1.52847	-0.0929832	-0.0929832	-0.270409
1.53846	-0.110353	-0.110353	-0.320922
1.54845	-0.127429	-0.127429	-0.370583
1.55844	-0.144167	-0.144167	-0.41926
1.56843	-0.160523	-0.160523	-0.466825
1.57842	-0.176454	-0.176454	-0.513154
1.58841	-0.191918	-0.191918	-0.558126
1.5984	-0.206875	-0.206875	-0.601624
1.60839	-0.221286	-0.221286	-0.643534
1.61838	-0.235114	-0.235114	-0.683747
1.62837	-0.248324	-0.248324	-0.722162
1.63836	-0.26088	-0.26088	-0.758677
1.64835	-0.272751	-0.272751	-0.7932
1.65834	-0.283907	-0.283907	-0.825643
1.66833	-0.294319	-0.294319	-0.855924
1.67832	-0.303962	-0.303962	-0.883966
1.68831	-0.31281	-0.31281	-0.909698
1.6983	-0.320842	-0.320842	-0.933056
1.70829	-0.328038	-0.328038	-0.953984
1.71828	-0.334381	-0.334381	-0.972428
1.72827	-0.339854	-0.339854	-0.988345
1.73826	-0.344445	-0.344445	-1.0017
1.74825	-0.348143	-0.348143	-1.01245
1.75824	-0.35094	-0.35094	-1.02059
1.76823	-0.35283	-0.35283	-1.02608
1.77822	-0.353809	-0.353809	-1.02893
1.78821	-0.353876	-0.353876	-1.02912
1.7982	-0.353031	-0.353031	-1.02667
1.80819	-0.351279	-0.351279	-1.02157
1.81818	-0.348625	-0.348625	-1.01385
1.82817	-0.345078	-0.345078	-1.00354
1.83816	-0.340647	-0.340647	-0.99065
1.84815	-0.335344	-0.335344	-0.975231
1.85814	-0.329186	-0.329186	-0.957322
1.86813	-0.322189	-0.322189	-0.936973
1.87812	-0.314372	-0.314372	-0.914239
1.88811	-0.305755	-0.305755	-0.889181
1.8981	-0.296363	-0.296363	-0.861866
1.90809	-0.286219	-0.286219	-0.832367
1.91808	-0.275351	-0.275351	-0.800762
1.92807	-0.263788	-0.263788	-0.767134
1.93806	-0.251559	-0.251559	-0.731571
1.94805	-0.238696	-0.238696	-0.694164
1.95804	-0.225233	-0.225233	-0.655012
1.96803	-0.211205	-0.211205	-0.614215
1.97802	-0.196647	-0.196647	-0.571878
1.98801	-0.181596	-0.181596	-0.528109
1.998	-0.166092	-0.166092	-0.483021
2.00799	-0.150174	-0.150174	-0.436727
2.01798	-0.133881	-0.133881	-0.389345
2.02797	-0.117255	-0.117255	-0.340994
2.03796	-0.100338	-0.100338	-0.291797
2.04795	-0.0831719	-0.0831719	-0.241876
2.05794	-0.0658002	-0.0658002	-0.191357
2.06793	-0.0482659	-0.0482659	-0.140364
2.07792	-0.0306125	-0.0306125	-0.0890255
2.08791	-0.0128836	-0.0128836	-0.0374675
2.0979	0.00487688	0.00487688	0.0141827
2.10789	0.0226254	0.0226254	0.0657981
2.11788	0.0403186	0.0403186	0.117252
2.12787	0.0579131	0.0579131	0.16842
2.13786	0.0753662	0.0753662	0.219176
2.14785	0.0926356	0.0926356	0.269398
2.15784	0.10968	0.10968	0.318964
2.16783	0.126457	0.126457	0.367756
2.17782	0.142928	0.142928	0.415656
2.18781	0.159053	0.159053	0.46255
2.1978	0.174794	0.174794	0.508326
2.20779	0.190113	0.190113	0.552877
2.21778	0.204975	0.204975	0.596096
2.22777	0.219344	0.219344	0.637884
2.23776	0.233187	0.233187	0.678141
2.24775	0.246471	0.246471	0.716775
2.25774	0.259167	0.259167	0.753696
2.26773	0.271245	0.271245	0.788819
2.27772	0.282677	0.282677	0.822065
2.28771	0.293437	0.293437	0.853357
2.2977	0.303501	0.303501	0.882626
2.30769	0.312847	0.312847	0.909806
2.31768	0.321454	0.321454	0.934836
2.32767	0.329303	0.329303	0.957662
2.33766	0.336378	0.336378	0.978235
2.34765	0.342662	0.342662	0.996511
2.35764	0.348143	0.348143	1.01245
2.36763	0.35281	0.35281	1.02602
2.37762	0.356653	0.356653	1.0372
2.38761	0.359665	0.359665	1.04596
2.3976	0.361841	0.361841	1.05229
2.40759	0.363178	0.363178	1.05618
2.41758	0.363674	0.363674	1.05762
2.42757	0.363329	0.363329	1.05661
2.43756	0.362147	0.362147	1.05318
2.44755	0.360132	0.360132	1.04732
2.45754	0.357289	0.357289	1.03905
2.46753	0.353628	0.353628	1.0284
2.47752	0.349159	0.349159	1.01541
2.48751	0.343893	0.343893	1.00009
2.4975	0.337844	0.337844	0.9825
2.50749	0.331028	0.331028	0.962678
2.51748	0.323462	0.323462	0.940674
2.52747	0.315164	0.315164	0.916543
2.53746	0.306155	0.306155	0.890343
2.54745	0.296457	0.296457	0.86214
2.55744	0.286093	0.286093	0.831999
2.56743	0.275087	0.275087	0.799994
2.57742	0.263467	0.263467	0.7662
2.58741	0.251259	0.251259	0.730697
2.5974	0.238491	0.238491	0.693568
2.60739	0.225194	0.225194	0.654898
2.61738	0.211398	0.211398	0.614778
2.62737	0.197135	0.197135	0.573298
2.63736	0.182437	0.182437	0.530555
2.64735	0.167338	0.167338	0.486644
2.65734	0.151872	0.151872	0.441666
2.66733	0.136073	0.136073	0.395721
2.67732	0.119977	0.119977	0.348911
2.68731	0.10362	0.10362	0.301341
2.6973	0.087037	0.087037	0.253116
2.70729	0.0702657	0.0702657	0.204343
2.71728	0.0533424	0.0533424	0.155128
2.72727	0.0363041	0.0363041	0.105578
2.73726	0.0191876	0.0191876	0.0558004
2.74725	0.00202993	0.00202993	0.00590334
2.75724	-0.0151321	-0.0151321	-0.0440064
2.76723	-0.0322618	-0.0322618	-0.0938222
2.77722	-0.0493229	-0.0493229	-0.143438
2.78721	-0.0662792	-0.0662792	-0.19275
2.7972	-0.083095	-0.083095	-0.241653
2.80719	-0.0997354	-0.0997354	-0.290045
2.81718	-0.116166	-0.116166	-0.337826
2.82717	-0.132352	-0.132352	-0.384898
2.83716	-0.14826	-0.14826	-0.431162
2.84715	-0.163859	-0.163859	-0.476525
2.85714	-0.179116	-0.179116	-0.520895
2.86713	-0.194	-0.194	-0.564182
2.87712	-0.208483	-0.208483	-0.606298
2.88711	-0.222534	-0.222534	-0.647162
2.8971	-0.236126	-0.236126	-0.68669
2.90709	-0.249233	-0.249233	-0.724807
2.91708	-0.261829	-0.261829	-0.761438
2.92707	-0.27389	-0.27389	-0.796511
2.93706	-0.285392	-0.285392	-0.829961
2.94705	-0.296314	-0.296314	-0.861724
2.95704	-0.306635	-0.306635	-0.891739
2.96703	-0.316336	-0.316336	-0.919952
2.97702	-0.3254	-0.3254	-0.946312
2.98701	-0.33381	-0.33381	-0.970769
2.997	-0.341551	-0.341551	-0.993282
3.00699	-0.34861	-0.34861	-1.01381
3.01698	-0.354975	-0.354975	-1.03232
3.02697	-0.360635	-0.360635	-1.04878
3.03696	-0.365581	-0.365581	-1.06316
3.04695	-0.369806	-0.369806	-1.07545
3.05694	-0.373303	-0.373303	-1.08562
3.06693	-0.376068	-0.376068	-1.09366
3.07692	-0.378097	-0.378097	-1.09956
3.08691	-0.37939	-0.37939	-1.10332
