0	12370000	0	0	-1000000	0	100000000
0.100000718	5016734.409	129141.483	4562221.133	-98107768.63	14295931.96	-13095497.85
0.2000001296	3209815.407	89836.60237	3876649.569	69209284.03	2993755.93	72125671.08
0.3000002823	11907913.34	574118.7038	1921991.682	39631393.93	9859116.284	-91286091.17
0.400001345	6955873.024	560107.0882	-4762257.797	-99064599.47	1106787.819	-13637454
0.500000043	1734922.798	149835.0639	-2859044.305	98838541.98	12530256.7	-8656516.992
0.6000005174	10604856.22	1020884.86	-3438806.659	79551184.16	3749551.606	60485948.47
0.7000001837	8846938.751	1191051.957	4403583.08	-90470614.68	-8866794.09	41682704.34
0.8000000093	1051195.308	148963.3618	2159767.609	-71684434.7	-30042128.77	62927039.66
0.900000429	8825107.856	1329157.996	4407347.133	89211023.87	19505940.59	-40766548.8
1.00000014	10470553.47	1989009.427	-3438181.643	-78723236.56	-17696509.98	-59080331.41
1.100000033	1710447.664	343241.0397	-2859488.762	-55086813.8	-70800045.79	44201769.89
1.200001625	6832472.453	1405102.225	-4763928.412	94344200.77	31413748.79	10646509.64
1.300003709	11591653.32	2776933.566	1917738.266	-39927479.11	-3113029.03	91635721.54
1.400000216	3108918.424	811285.6677	3879643.328	-73992627.49	-877935.2736	-67270501.01
1.500000422	4850024.144	1276416.33	4562131.353	88169900.5	43114115.38	19189624.81
1.600000524	11875321.84	3462657.708	3749.976279	-409647.428	-178740.2843	-100004001.1
1.700000162	4783635.005	1529776.615	-4562980.066	-98214686.09	-14407030.16	12137253.32
1.800000084	3053404.535	984296.4953	-3874096.636	68613916.5	14216742.56	-71351346.83
1.900003754	11267839.13	3885211.535	-1924644.149	35351090.34	19955412.69	91395196.35
2.000001462	6524339.195	2487183.85	4762385.222	-95571052.13	-26269063.98	13308278.36
2.100000045	1620842.432	627222.7627	2858064.606	42717624.5	79310868.48	43427994.41
2.200003003	9892928.117	3947638.03	3441626.644	75648654.06	26423102.96	-59833943.28
2.300001878	8162947.438	3622587.517	-4403244.381	-84765656.49	-33027546.08	-41532694.12
2.400000014	966063.7727	438592.2428	-2160390.054	14838991.56	89217747.27	42673151.99
2.500003196	8096137.793	3746062.158	-4407573.993	80498252.06	42770562.56	41130407.16
2.600004051	9497118.391	4841301.236	3435204.898	-69901535.38	-39309055.77	59745907.7
2.70000005	1546676.397	810967.1098	2862235.858	-8817267.131	-37767414.31	-92178512.77
2.800000552	6161780.562	3260734.611	4763688.799	82049180.31	56012317.37	-11469625.69
2.900000922	10353318.26	5913990.952	-1914808.325	-37967359.1	-13462586.97	-91532717.62
3.000000153	2760251.561	1650595.564	-3881926.942	-75590982.27	-17997512.55	62953101.13
3.100000253	4295228.375	2581579.733	-4561203.009	72590085.74	66080120.68	-19107514.3
3.200001826	10431801.41	6647543.136	-7307.724891	479329.304	222180.6436	100003604.3
3.300000543	4166957.393	2810302.309	4563910.511	-90277861.84	-41242270.35	-12246746.44
3.400000197	2652952.498	1798517.112	3871691.623	66817350.7	27750264.43	69038862.03
3.500005737	9725954.075	6883444.844	1927161.516	28738925.22	28287482.22	-91514438.9
3.60000122	5569749.055	4217462.66	-4762698.159	-84861714.88	-51383007.29	-12620455.95
3.700000025	1380007.171	1053440.942	-2855325.24	1721907.738	38492173.59	-92284276.05
3.800000423	8390318.568	6557357.693	-3444897.519	65317891.39	47242399.89	59183855.2
3.900000429	6824950.981	5766487.512	4402821.804	-72773738.79	-54773031.61	41290409.91
4.000000018	806112.022	691917.0698	2159266.365	61018040.95	-79149666.08	3623401.591
