998	411259
498.5	1.16336e+006
332	2.13748e+006
248.75	3.29126e+006
198.8	4.60023e+006
165.5	6.04789e+006
141.714	7.62213e+006
123.875	9.31358e+006
110	1.11147e+007
98.9	1.30193e+007
89.8182	1.5022e+007
82.25	1.71184e+007
75.8462	1.93045e+007
70.3571	2.15768e+007
65.6	2.39323e+007
61.4375	2.63682e+007
57.7647	2.88819e+007
54.5	3.14712e+007
51.5789	3.4134e+007
48.95	3.68684e+007
46.5714	3.96726e+007
44.4091	4.2545e+007
42.4348	4.5484e+007
40.625	4.84882e+007
38.96	5.15563e+007
37.4231	5.4687e+007
36	5.78791e+007
34.6786	6.11316e+007
33.4483	6.44433e+007
32.3	6.78133e+007
31.2258	7.12407e+007
30.2188	7.47245e+007
29.2727	7.82639e+007
28.3824	8.1858e+007
27.5429	8.55061e+007
26.75	8.92075e+007
26	9.29614e+007
25.2895	9.67671e+007
24.6154	1.00624e+008
23.975	1.04531e+008
23.3659	1.08489e+008
22.7857	1.12496e+008
22.2326	1.16551e+008
21.7045	1.20655e+008
21.2	1.24806e+008
20.7174	1.29005e+008
20.2553	1.33251e+008
19.8125	1.37543e+008
19.3878	1.4188e+008
18.98	1.46263e+008
18.5882	1.50691e+008
18.2115	1.55163e+008
17.8491	1.5968e+008
17.5	1.6424e+008
17.1636	1.68844e+008
16.8393	1.7349e+008
16.5263	1.78179e+008
16.2241	1.82911e+008
15.9322	1.87684e+008
15.65	1.92499e+008
15.377	1.97355e+008
15.1129	2.02252e+008
14.8571	2.07189e+008
14.6094	2.12167e+008
14.3692	2.17185e+008
14.1364	2.22243e+008
13.9104	2.2734e+008
13.6912	2.32477e+008
13.4783	2.37652e+008
13.2714	2.42866e+008
13.0704	2.48118e+008
12.875	2.53409e+008
12.6849	2.58737e+008
12.5	2.64104e+008
12.32	2.69507e+008
12.1447	2.74948e+008
11.974	2.80426e+008
11.8077	2.8594e+008
11.6456	2.91491e+008
11.4875	2.97078e+008
11.3333	3.02702e+008
11.1829	3.08361e+008
11.0361	3.14056e+008
10.8929	3.19787e+008
10.7529	3.25553e+008
10.6163	3.31354e+008
10.4828	3.3719e+008
10.3523	3.4306e+008
10.2247	3.48966e+008
10.1	3.54905e+008
9.97802	3.60879e+008
9.8587	3.66887e+008
9.74194	3.72929e+008
9.62766	3.79005e+008
9.51579	3.85114e+008
9.40625	3.91256e+008
9.29897	3.97432e+008
9.19388	4.03641e+008
9.09091	4.09883e+008
8.99	4.16157e+008
8.89109	4.22464e+008
8.79412	4.28804e+008
8.69903	4.35176e+008
8.60577	4.4158e+008
8.51429	4.48016e+008
8.42453	4.54485e+008
8.33645	4.60984e+008
8.25	4.67516e+008
8.16514	4.74079e+008
8.08182	4.80674e+008
8	4.87299e+008
7.91964	4.93956e+008
7.84071	5.00644e+008
7.76316	5.07363e+008
7.68696	5.14112e+008
7.61207	5.20892e+008
7.53846	5.27703e+008
7.4661	5.34544e+008
7.39496	5.41415e+008
7.325	5.48316e+008
7.2562	5.55248e+008
7.18852	5.62209e+008
7.12195	5.69201e+008
7.05645	5.76222e+008
6.992	5.83272e+008
6.92857	5.90352e+008
6.86614	5.97462e+008
6.80469	6.04601e+008
6.74419	6.11768e+008
6.68462	6.18966e+008
6.62595	6.26192e+008
6.56818	6.33446e+008
6.51128	6.4073e+008
6.45522	6.48043e+008
6.4	6.55384e+008
6.34559	6.62753e+008
6.29197	6.70151e+008
6.23913	6.77577e+008
6.18705	6.85031e+008
6.13571	6.92514e+008
6.08511	7.00025e+008
6.03521	7.07563e+008
5.98601	7.15129e+008
5.9375	7.22723e+008
5.88966	7.30345e+008
5.84247	7.37995e+008
5.79592	7.45671e+008
5.75	7.53376e+008
5.7047	7.61107e+008
5.66	7.68866e+008
5.61589	7.76652e+008
5.57237	7.84465e+008
5.52941	7.92305e+008
5.48701	8.00173e+008
5.44516	8.08066e+008
5.40385	8.15987e+008
5.36306	8.23934e+008
5.32278	8.31908e+008
5.28302	8.39909e+008
5.24375	8.47936e+008
5.20497	8.55989e+008
5.16667	8.64068e+008
5.12883	8.72174e+008
5.09146	8.80306e+008
5.05455	8.88464e+008
5.01807	8.96648e+008
4.98204	9.04858e+008
4.94643	9.13094e+008
4.91124	9.21356e+008
4.87647	9.29643e+008
4.84211	9.37956e+008
4.80814	9.46294e+008
4.77457	9.54659e+008
4.74138	9.63048e+008
4.70857	9.71463e+008
4.67614	9.79903e+008
4.64407	9.88368e+008
4.61236	9.96859e+008
